Experiment;Condition;Run;Sequence;Total;Application
exp1c;control-defaultactionselection;2;3;14535;11757
exp1c;control-defaultactionselection;2;5;14553;11775
exp1c;experimental;1;1;10079;7661
exp1c;experimental;1;2;10459;8041
exp1c;experimental;1;6;11167;8518
exp1c;experimental;1;9;11571;8864
exp1c;experimental;1;4;10772;8354
exp1c;experimental;1;5;11167;8518
exp1c;experimental;1;3;10772;8354
exp1c;experimental;1;8;11571;8864
exp1c;experimental;1;0;9775;7357
exp1c;experimental;1;7;11571;8864
exp1c;experimental;14;1;9126;6728
exp1c;experimental;14;4;12232;9553
exp1c;experimental;14;9;12762;10083
exp1c;experimental;14;7;12316;9637
exp1c;experimental;14;3;10967;8504
exp1c;experimental;14;2;10623;8160
exp1c;experimental;14;8;12714;10035
exp1c;experimental;14;6;12316;9637
exp1c;experimental;14;0;8588;6242
exp1c;control-defaultactionselection;13;4;14076;11127
exp1c;control-defaultactionselection;13;9;14778;11829
exp1c;control-defaultactionselection;13;0;12609;10132
exp1c;control-defaultactionselection;13;2;12786;10309
exp1c;control-defaultactionselection;13;7;14162;11213
exp1c;control-defaultactionselection;13;5;14158;11209
exp1c;control-defaultactionselection;13;1;12725;10248
exp1c;control-defaultactionselection;13;3;14076;11127
exp1c;control-defaultactionselection;13;6;14158;11209
exp1c;control-defaultactionselection;13;8;14778;11829
exp1c;control-defaultactionselection;34;6;14390;11612
exp1c;control-defaultactionselection;34;8;14511;11733
exp1c;control-defaultactionselection;34;5;14390;11612
exp1c;control-defaultactionselection;34;1;12853;10083
exp1c;control-defaultactionselection;34;0;11374;8956
exp1c;control-defaultactionselection;34;4;13739;10961
exp1c;control-defaultactionselection;34;3;13681;10903
exp1c;control-defaultactionselection;34;9;14511;11733
exp1c;control-defaultactionselection;34;2;12854;10084
exp1c;control-defaultactionselection;34;7;14511;11733
exp1c;experimental;22;2;10598;8175
exp1c;experimental;22;7;11797;9148
exp1c;experimental;22;4;11407;8984
exp1c;experimental;22;6;11797;9148
exp1c;experimental;22;9;12597;9926
exp1c;experimental;22;8;12460;9789
exp1c;control-defaultactionselection;31;5;14157;11379
exp1c;control-defaultactionselection;31;9;14393;11615
exp1c;control-defaultactionselection;31;2;13706;10928
exp1c;control-defaultactionselection;31;1;12598;10172
exp1c;control-defaultactionselection;31;7;14390;11612
exp1c;control-defaultactionselection;31;6;14244;11466
exp1c;control-defaultactionselection;31;3;13819;11041
exp1c;control-defaultactionselection;31;8;14391;11613
exp1c;control-defaultactionselection;31;4;13819;11041
exp1c;control-defaultactionselection;31;0;11671;9253
exp1c;control-customactionselection;26;9;11553;9077
exp1c;control-customactionselection;26;2;9524;7106
exp1c;control-customactionselection;26;0;8366;6025
exp1c;control-customactionselection;26;8;11339;8863
exp1c;control-customactionselection;26;7;11294;8818
exp1c;control-customactionselection;26;1;8833;6492
exp1c;control-customactionselection;26;5;10395;7919
exp1c;control-customactionselection;26;6;11294;8818
exp1c;control-customactionselection;26;3;10114;7638
exp1c;control-customactionselection;26;4;10244;7768
exp1c;control-defaultactionselection;27;9;14785;12007
exp1c;control-defaultactionselection;27;3;13569;11092
exp1c;control-defaultactionselection;27;1;13054;10577
exp1c;control-defaultactionselection;27;7;14784;12006
exp1c;control-defaultactionselection;27;5;14228;11751
exp1c;control-defaultactionselection;27;4;13828;11351
exp1c;control-defaultactionselection;27;0;12325;9848
exp1c;control-defaultactionselection;27;2;13449;10972
exp1c;control-defaultactionselection;27;8;14785;12007
exp1c;control-defaultactionselection;27;6;14556;11778
exp1c;experimental;12;6;10820;8397
exp1c;experimental;12;1;9382;7036
exp1c;experimental;12;7;11275;8852
exp1c;experimental;12;3;10427;8004
exp1c;experimental;12;9;11294;8871
exp1c;experimental;12;0;9105;6759
exp1c;experimental;12;2;9382;7036
exp1c;experimental;12;8;11275;8852
exp1c;control-customactionselection;18;0;8850;6509
exp1c;control-customactionselection;18;9;11368;8950
exp1c;control-customactionselection;18;7;11252;8834
exp1c;control-customactionselection;18;6;10625;8207
exp1c;control-customactionselection;18;2;9957;7539
exp1c;control-customactionselection;18;5;10625;8207
exp1c;control-customactionselection;18;1;9957;7539
exp1c;control-customactionselection;18;8;11320;8902
exp1c;control-customactionselection;18;4;10625;8207
exp1c;control-customactionselection;18;3;10106;7688
exp1c;control-customactionselection;29;2;10912;8494
exp1c;control-customactionselection;29;5;11965;9539
exp1c;control-customactionselection;29;1;10775;8357
exp1c;control-customactionselection;29;6;11965;9539
exp1c;control-customactionselection;29;7;12522;9780
exp1c;control-customactionselection;29;4;11792;9366
exp1c;control-customactionselection;29;3;10912;8494
exp1c;control-customactionselection;29;8;12528;9786
exp1c;control-customactionselection;29;0;10277;7859
exp1c;control-customactionselection;29;9;12528;9786
exp1c;experimental;52;0;9752;7321
exp1c;experimental;52;8;12154;9407
exp1c;experimental;52;7;11812;9065
exp1c;experimental;52;5;11646;8899
exp1c;experimental;52;3;10769;8338
exp1c;experimental;11;5;12334;9537
exp1c;experimental;11;6;12345;9548
exp1c;experimental;11;4;12334;9537
exp1c;experimental;11;1;10131;7713
exp1c;experimental;11;7;12389;9592
exp1c;experimental;11;8;12389;9592
exp1c;experimental;11;2;11161;8427
exp1c;experimental;11;9;12391;9594
exp1c;experimental;11;0;10009;7592
exp1c;control-customactionselection;35;7;11159;8741
exp1c;control-customactionselection;35;4;10647;8229
exp1c;control-customactionselection;35;1;10067;7649
exp1c;control-customactionselection;35;9;11314;8896
exp1c;control-customactionselection;35;5;10647;8229
exp1c;control-customactionselection;35;3;10261;7843
exp1c;control-customactionselection;35;2;10216;7798
exp1c;control-customactionselection;35;0;9495;7077
exp1c;control-customactionselection;35;8;11159;8741
exp1c;control-customactionselection;35;6;10731;8313
exp1c;control-defaultactionselection;23;3;13826;10853
exp1c;control-defaultactionselection;23;7;14726;11546
exp1c;control-defaultactionselection;23;2;13821;10848
exp1c;control-defaultactionselection;23;9;14894;11714
exp1c;control-defaultactionselection;23;0;12476;9729
exp1c;control-defaultactionselection;23;5;13995;11022
exp1c;control-defaultactionselection;23;8;14816;11636
exp1c;control-defaultactionselection;23;6;14255;11282
exp1c;control-defaultactionselection;23;4;13874;10901
exp1c;control-defaultactionselection;23;1;13210;10237
exp1c;experimental;6;8;13381;10333
exp1c;experimental;6;3;11413;8645
exp1c;experimental;6;7;12961;9919
exp1c;experimental;6;6;12877;9835
exp1c;experimental;6;0;8151;5813
exp1c;experimental;6;2;11385;8617
exp1c;experimental;6;9;13381;10333
exp1c;experimental;6;5;12877;9835
exp1c;experimental;6;4;12727;9720
exp1c;control-customactionselection;27;8;11344;8610
exp1c;control-customactionselection;27;5;11295;8561
exp1c;control-customactionselection;27;6;11344;8610
exp1c;control-customactionselection;27;7;11344;8610
exp1c;control-customactionselection;27;9;11344;8610
exp1c;control-customactionselection;27;2;10940;8206
exp1c;control-customactionselection;27;1;10306;7888
exp1c;control-customactionselection;27;0;9664;7246
exp1c;control-customactionselection;27;3;10942;8208
exp1c;control-customactionselection;27;4;10943;8209
exp1c;control-customactionselection;14;3;9564;7223
exp1c;control-customactionselection;14;5;11141;8665
exp1c;control-customactionselection;14;8;11350;8874
exp1c;control-customactionselection;14;9;11567;9091
exp1c;control-customactionselection;14;6;11141;8665
exp1c;control-customactionselection;14;7;11305;8829
exp1c;control-customactionselection;14;0;9105;6764
exp1c;control-customactionselection;14;4;10737;8319
exp1c;control-customactionselection;14;2;9119;6778
exp1c;control-customactionselection;14;1;9105;6764
exp1c;experimental;31;6;12306;9389
exp1c;experimental;31;0;9651;7228
exp1c;experimental;31;3;12031;9234
exp1c;experimental;31;9;13551;10464
exp1c;experimental;31;8;13551;10464
exp1c;experimental;31;4;12154;9240
exp1c;experimental;31;1;10264;7841
exp1c;experimental;31;7;13454;10367
exp1c;control-customactionselection;30;3;10958;8482
exp1c;control-customactionselection;30;1;9684;7266
exp1c;control-customactionselection;30;8;11645;9169
exp1c;control-customactionselection;30;4;10958;8482
exp1c;control-customactionselection;30;5;10972;8496
exp1c;control-customactionselection;30;2;9980;7562
exp1c;control-customactionselection;30;9;11765;9289
exp1c;control-customactionselection;30;6;11335;8859
exp1c;control-customactionselection;30;0;9616;7199
exp1c;control-customactionselection;30;7;11594;9118
exp1c;experimental;5;1;10644;8184
exp1c;experimental;5;7;11585;8880
exp1c;experimental;5;6;11500;8795
exp1c;experimental;5;5;11490;8791
exp1c;experimental;5;8;11978;9221
exp1c;experimental;5;4;11035;8575
exp1c;experimental;5;9;11978;9221
exp1c;experimental;5;3;11035;8575
exp1c;control-defaultactionselection;33;9;14548;11764
exp1c;control-defaultactionselection;33;7;14543;11759
exp1c;control-defaultactionselection;33;8;14543;11759
exp1c;control-defaultactionselection;33;3;13260;10482
exp1c;control-defaultactionselection;33;2;12811;10069
exp1c;control-defaultactionselection;33;0;10312;7886
exp1c;control-defaultactionselection;33;4;14177;11399
exp1c;control-defaultactionselection;33;6;14414;11636
exp1c;control-defaultactionselection;33;5;14389;11611
exp1c;control-defaultactionselection;33;1;10872;8446
exp1c;experimental;7;4;11617;8917
exp1c;experimental;7;3;11467;8802
exp1c;experimental;7;0;9891;7234
exp1c;experimental;7;6;11665;8965
exp1c;experimental;7;1;10542;7885
exp1c;experimental;7;5;11665;8965
exp1c;experimental;7;2;10975;8318
exp1c;control-defaultactionselection;24;5;13698;11221
exp1c;control-defaultactionselection;24;2;12718;10292
exp1c;control-defaultactionselection;24;6;14197;11419
exp1c;control-defaultactionselection;24;7;14197;11419
exp1c;control-defaultactionselection;24;9;14197;11419
exp1c;control-defaultactionselection;24;3;12718;10292
exp1c;control-defaultactionselection;24;0;11221;8803
exp1c;control-defaultactionselection;24;8;14197;11419
exp1c;control-defaultactionselection;24;1;12228;9810
exp1c;control-defaultactionselection;24;4;13064;10638
exp1c;experimental;34;6;12336;9685
exp1c;experimental;34;7;12472;9821
exp1c;experimental;34;9;12520;9869
exp1c;experimental;34;8;12520;9869
exp1c;experimental;34;3;10577;8159
exp1c;experimental;34;2;10363;7945
exp1c;experimental;34;1;10302;7884
exp1c;experimental;34;0;7808;5471
exp1c;experimental;34;4;11211;8785
exp1c;experimental;34;5;12335;9684
exp1c;control-customactionselection;17;1;8840;6499
exp1c;control-customactionselection;17;5;11724;9298
exp1c;control-customactionselection;17;3;10655;8314
exp1c;control-customactionselection;17;2;9044;6703
exp1c;control-customactionselection;17;7;12209;9783
exp1c;control-customactionselection;17;9;12568;10142
exp1c;control-customactionselection;17;6;12149;9723
exp1c;control-customactionselection;17;4;11724;9298
exp1c;control-customactionselection;17;8;12277;9851
exp1c;control-customactionselection;17;0;8313;5973
exp1c;experimental;21;5;11836;9388
exp1c;experimental;21;7;12172;9719
exp1c;experimental;21;2;11385;8937
exp1c;experimental;21;1;10654;8236
exp1c;experimental;21;9;14112;11426
exp1c;experimental;21;3;11836;9388
exp1c;experimental;21;8;12172;9719
exp1c;experimental;21;0;10377;7959
exp1c;experimental;21;4;11836;9388
exp1c;control-customactionselection;8;8;10853;8429
exp1c;control-customactionselection;8;3;10185;7826
exp1c;control-customactionselection;8;5;10305;7946
exp1c;control-customactionselection;8;2;9926;7585
exp1c;control-customactionselection;8;7;10853;8429
exp1c;control-customactionselection;8;9;11111;8687
exp1c;control-customactionselection;8;4;10185;7826
exp1c;control-customactionselection;8;0;9324;6983
exp1c;control-customactionselection;8;6;10853;8429
exp1c;control-customactionselection;8;1;9708;7367
exp1c;experimental;35;8;11461;8804
exp1c;experimental;35;6;11146;8489
exp1c;experimental;35;7;11297;8640
exp1c;experimental;35;2;10909;8252
exp1c;experimental;35;5;11030;8373
exp1c;experimental;35;9;11461;8804
exp1c;experimental;35;1;10597;7940
exp1c;control-defaultactionselection;5;5;13839;11091
exp1c;control-defaultactionselection;5;7;13914;11166
exp1c;control-defaultactionselection;5;1;12546;9798
exp1c;control-defaultactionselection;5;6;13914;11166
exp1c;control-defaultactionselection;5;9;14587;11839
exp1c;control-defaultactionselection;5;0;11659;8919
exp1c;control-defaultactionselection;5;2;12906;10158
exp1c;control-defaultactionselection;5;3;13235;10487
exp1c;control-defaultactionselection;5;8;14543;11795
exp1c;control-defaultactionselection;5;4;13526;10778
exp1c;control-defaultactionselection;22;3;13775;11028
exp1c;control-defaultactionselection;22;7;14417;11634
exp1c;control-defaultactionselection;22;9;14417;11634
exp1c;control-defaultactionselection;22;6;14417;11634
exp1c;control-defaultactionselection;22;1;12045;9306
exp1c;control-defaultactionselection;22;4;13878;11095
exp1c;control-defaultactionselection;22;2;12766;10027
exp1c;control-defaultactionselection;22;0;11290;8852
exp1c;control-defaultactionselection;22;5;13878;11095
exp1c;control-customactionselection;2;7;11260;8836
exp1c;control-customactionselection;2;1;9565;7224
exp1c;control-customactionselection;2;6;11260;8836
exp1c;control-customactionselection;2;4;11001;8577
exp1c;control-customactionselection;2;8;11260;8836
exp1c;control-customactionselection;2;3;10600;8176
exp1c;control-customactionselection;2;9;11278;8854
exp1c;control-customactionselection;2;2;9941;7523
exp1c;control-customactionselection;2;0;9101;6761
exp1c;control-customactionselection;2;5;11001;8577
exp1c;control-defaultactionselection;1;2;13334;10592
exp1c;control-defaultactionselection;1;1;13334;10592
exp1c;control-defaultactionselection;1;5;14198;11456
exp1c;control-defaultactionselection;1;7;14599;11626
exp1c;control-defaultactionselection;1;9;14599;11626
exp1c;control-defaultactionselection;1;8;14599;11626
exp1c;control-defaultactionselection;1;6;14593;11620
exp1c;control-defaultactionselection;1;3;13334;10592
exp1c;control-defaultactionselection;1;0;11402;8984
exp1c;control-defaultactionselection;1;4;14198;11456
exp1c;control-defaultactionselection;32;8;15370;12538
exp1c;control-defaultactionselection;32;1;12840;10113
exp1c;control-defaultactionselection;32;4;14468;11726
exp1c;control-defaultactionselection;32;0;7738;5428
exp1c;control-defaultactionselection;32;3;13980;11238
exp1c;control-defaultactionselection;32;9;15370;12538
exp1c;control-defaultactionselection;32;2;12946;10219
exp1c;control-defaultactionselection;32;6;15088;12310
exp1c;control-defaultactionselection;32;5;15088;12310
exp1c;control-defaultactionselection;32;7;15088;12310
exp1c;control-customactionselection;20;0;8786;6445
exp1c;control-customactionselection;20;1;10153;7812
exp1c;control-customactionselection;20;4;11503;8854
exp1c;control-customactionselection;20;5;11503;8854
exp1c;control-customactionselection;20;8;11582;8933
exp1c;control-customactionselection;20;2;10548;7976
exp1c;control-customactionselection;20;6;11521;8872
exp1c;control-customactionselection;20;9;11582;8933
exp1c;control-customactionselection;20;7;11582;8933
exp1c;control-customactionselection;20;3;11503;8854
exp1c;control-customactionselection;11;0;8982;6641
exp1c;control-customactionselection;11;9;11222;8503
exp1c;control-customactionselection;11;5;10737;8018
exp1c;control-customactionselection;11;1;9525;7107
exp1c;control-customactionselection;11;4;10588;7869
exp1c;control-customactionselection;11;3;9772;7354
exp1c;control-customactionselection;11;2;9692;7274
exp1c;control-customactionselection;11;6;11061;8342
exp1c;control-customactionselection;11;7;11222;8503
exp1c;control-customactionselection;11;8;11222;8503
exp1c;control-defaultactionselection;7;1;13043;10265
exp1c;control-defaultactionselection;7;4;14115;11337
exp1c;control-defaultactionselection;7;5;14115;11337
exp1c;control-defaultactionselection;7;6;14128;11350
exp1c;control-defaultactionselection;7;9;14128;11350
exp1c;control-defaultactionselection;7;8;14128;11350
exp1c;control-defaultactionselection;7;0;12654;9876
exp1c;control-defaultactionselection;7;3;13937;11159
exp1c;control-defaultactionselection;7;7;14128;11350
exp1c;control-defaultactionselection;7;2;13123;10345
exp1c;experimental;53;0;8618;5978
exp1c;experimental;53;1;10470;7763
exp1c;experimental;53;6;12261;9424
exp1c;experimental;53;3;11316;8479
exp1c;experimental;53;5;12260;9423
exp1c;experimental;53;8;13543;10706
exp1c;experimental;53;4;11575;8738
exp1c;experimental;53;7;12878;10041
exp1c;control-customactionselection;13;1;10694;7955
exp1c;control-customactionselection;13;0;10530;7791
exp1c;control-customactionselection;13;2;10694;7955
exp1c;control-customactionselection;13;3;10778;8039
exp1c;control-customactionselection;13;5;10927;8188
exp1c;control-customactionselection;13;4;10826;8087
exp1c;control-customactionselection;13;9;11326;8587
exp1c;control-customactionselection;13;7;11206;8467
exp1c;control-customactionselection;13;8;11326;8587
exp1c;control-customactionselection;13;6;11008;8269
exp1c;control-customactionselection;22;4;10679;8256
exp1c;control-customactionselection;22;1;9741;7318
exp1c;control-customactionselection;22;3;9934;7511
exp1c;control-customactionselection;22;6;10915;8492
exp1c;control-customactionselection;22;8;11367;8886
exp1c;control-customactionselection;22;5;10698;8275
exp1c;control-customactionselection;22;2;9790;7367
exp1c;control-customactionselection;22;9;11848;9367
exp1c;control-customactionselection;22;0;8247;5903
exp1c;control-customactionselection;22;7;11367;8886
exp1c;control-defaultactionselection;35;2;14004;11262
exp1c;control-defaultactionselection;35;8;15664;12484
exp1c;control-defaultactionselection;35;4;14556;11772
exp1c;control-defaultactionselection;35;9;15668;12488
exp1c;control-defaultactionselection;35;5;14915;11966
exp1c;control-defaultactionselection;35;7;15281;12332
exp1c;control-defaultactionselection;35;1;12343;9624
exp1c;control-defaultactionselection;35;0;8774;6433
exp1c;control-defaultactionselection;35;3;14456;11678
exp1c;control-defaultactionselection;35;6;15201;12252
exp1c;experimental;24;5;12327;9354
exp1c;experimental;24;0;8828;6257
exp1c;experimental;24;1;9734;7085
exp1c;experimental;24;8;13082;10083
exp1c;experimental;24;7;12974;10001
exp1c;experimental;24;2;10645;7996
exp1c;experimental;24;9;13082;10083
exp1c;control-defaultactionselection;20;1;13284;10542
exp1c;control-defaultactionselection;20;8;14790;12006
exp1c;control-defaultactionselection;20;9;15165;12381
exp1c;control-defaultactionselection;20;2;13741;10999
exp1c;control-defaultactionselection;20;4;14428;11650
exp1c;control-defaultactionselection;20;6;14656;11872
exp1c;control-defaultactionselection;20;3;14346;11568
exp1c;control-defaultactionselection;20;0;12454;9712
exp1c;control-defaultactionselection;20;7;14710;11926
exp1c;control-defaultactionselection;20;5;14549;11771
exp1c;experimental;33;5;10758;8335
exp1c;experimental;33;4;10758;8335
exp1c;experimental;33;7;11217;8794
exp1c;experimental;33;0;9697;7274
exp1c;experimental;33;6;11217;8794
exp1c;experimental;33;9;11410;8870
exp1c;experimental;33;8;11271;8848
exp1c;experimental;33;3;10251;7828
exp1c;control-defaultactionselection;11;6;13926;11142
exp1c;control-defaultactionselection;11;5;13862;11078
exp1c;control-defaultactionselection;11;2;12761;10278
exp1c;control-defaultactionselection;11;7;13971;11187
exp1c;control-defaultactionselection;11;1;11915;9438
exp1c;control-defaultactionselection;11;8;14416;11632
exp1c;control-defaultactionselection;11;9;14452;11668
exp1c;control-defaultactionselection;11;3;13452;10969
exp1c;control-defaultactionselection;11;0;11741;9264
exp1c;control-defaultactionselection;11;4;13862;11078
exp1c;control-customactionselection;7;1;10287;7869
exp1c;control-customactionselection;7;9;11695;9263
exp1c;control-customactionselection;7;3;11120;8696
exp1c;control-customactionselection;7;8;11615;9183
exp1c;control-customactionselection;7;5;11613;9181
exp1c;control-customactionselection;7;2;10428;8004
exp1c;control-customactionselection;7;7;11615;9183
exp1c;control-customactionselection;7;6;11613;9181
exp1c;control-customactionselection;7;0;9508;7091
exp1c;control-customactionselection;7;4;11121;8697
exp1c;experimental;41;6;13415;10677
exp1c;experimental;41;9;13939;10975
exp1c;experimental;41;0;8743;6379
exp1c;experimental;41;8;13921;10957
exp1c;experimental;41;7;13531;10793
exp1c;experimental;41;3;11885;9456
exp1c;experimental;41;5;12374;9937
exp1c;experimental;41;1;9228;6864
exp1c;control-customactionselection;24;5;11181;8705
exp1c;control-customactionselection;24;6;11181;8705
exp1c;control-customactionselection;24;3;11181;8705
exp1c;control-customactionselection;24;8;11229;8753
exp1c;control-customactionselection;24;9;11229;8753
exp1c;control-customactionselection;24;0;7362;5023
exp1c;control-customactionselection;24;1;9128;6711
exp1c;control-customactionselection;24;7;11181;8705
exp1c;control-customactionselection;24;4;11181;8705
exp1c;control-customactionselection;24;2;9849;7431
exp1c;experimental;43;2;10536;8118
exp1c;experimental;43;3;10703;8285
exp1c;experimental;43;5;10889;8466
exp1c;experimental;43;8;11081;8632
exp1c;experimental;43;6;10889;8466
exp1c;experimental;43;0;9426;7008
exp1c;experimental;43;7;10973;8550
exp1c;control-defaultactionselection;9;3;14509;11494
exp1c;control-defaultactionselection;9;1;11502;8847
exp1c;control-defaultactionselection;9;6;15142;12127
exp1c;control-defaultactionselection;9;8;15189;12174
exp1c;control-defaultactionselection;9;4;14829;11814
exp1c;control-defaultactionselection;9;5;14841;11826
exp1c;control-defaultactionselection;9;0;10020;7371
exp1c;control-defaultactionselection;9;7;15186;12171
exp1c;control-defaultactionselection;9;2;13671;10957
exp1c;control-defaultactionselection;9;9;15269;12254
exp1c;control-customactionselection;34;9;12121;9675
exp1c;control-customactionselection;34;7;11940;9494
exp1c;control-customactionselection;34;0;9669;7246
exp1c;control-customactionselection;34;5;11940;9494
exp1c;control-customactionselection;34;2;11743;9297
exp1c;control-customactionselection;34;8;12121;9675
exp1c;control-customactionselection;34;1;10879;8441
exp1c;control-customactionselection;34;3;11756;9310
exp1c;control-customactionselection;34;6;11940;9494
exp1c;control-customactionselection;34;4;11892;9446
exp1c;control-defaultactionselection;29;8;15085;12070
exp1c;control-defaultactionselection;29;5;14927;11912
exp1c;control-defaultactionselection;29;0;11641;8922
exp1c;control-defaultactionselection;29;2;12704;9977
exp1c;control-defaultactionselection;29;1;12030;9311
exp1c;control-defaultactionselection;29;9;15085;12070
exp1c;control-defaultactionselection;29;6;15085;12070
exp1c;control-defaultactionselection;29;7;15085;12070
exp1c;control-defaultactionselection;29;3;13105;10141
exp1c;control-defaultactionselection;29;4;13776;10761
exp1c;control-defaultactionselection;30;8;15211;12031
exp1c;control-defaultactionselection;30;9;15211;12031
exp1c;control-defaultactionselection;30;6;14405;11657
exp1c;control-defaultactionselection;30;3;13792;11050
exp1c;control-defaultactionselection;30;2;13025;10584
exp1c;control-defaultactionselection;30;5;14074;11332
exp1c;control-defaultactionselection;30;0;10973;8547
exp1c;control-defaultactionselection;30;1;11451;9025
exp1c;control-defaultactionselection;30;7;14788;11809
exp1c;control-defaultactionselection;30;4;14074;11332
