Experiment;Condition;Run;Sequence;Time
exp1i;control-customactionselection;2;5;2427050
exp1i;control-customactionselection;2;6;2240841
exp1i;control-customactionselection;2;7;2366043
exp1i;control-customactionselection;2;8;2197343
exp1i;control-customactionselection;2;9;1970463
exp1i;control-customactionselection;2;10;2286445
exp1i;experimental;44;1;2966342
exp1i;experimental;44;2;2363639
exp1i;experimental;44;3;3772634
exp1i;experimental;44;4;1606412
exp1i;experimental;44;5;2803842
exp1i;experimental;44;6;1866951
exp1i;experimental;44;7;3163566
exp1i;experimental;44;8;2990484
exp1i;experimental;44;9;2469455
exp1i;experimental;44;10;2561165
exp1i;plain;23;1;414954
exp1i;plain;23;2;421064
exp1i;plain;23;3;428200
exp1i;plain;23;4;355961
exp1i;plain;23;5;424831
exp1i;plain;23;6;418333
exp1i;plain;23;7;371469
exp1i;plain;23;8;335456
exp1i;plain;23;9;401280
exp1i;plain;23;10;426358
exp1i;control-defaultactionselection;16;1;3035656
exp1i;control-defaultactionselection;16;2;2273075
exp1i;control-defaultactionselection;16;3;2011404
exp1i;control-defaultactionselection;16;4;2688050
exp1i;control-defaultactionselection;16;5;2942293
exp1i;control-defaultactionselection;16;6;2710921
exp1i;control-defaultactionselection;16;7;2186023
exp1i;control-defaultactionselection;16;8;1643894
exp1i;control-defaultactionselection;16;9;1973423
exp1i;control-defaultactionselection;16;10;1593507
exp1i;experimental;16;1;2971044
exp1i;experimental;16;2;2351152
exp1i;experimental;16;3;4111804
exp1i;experimental;16;4;2716188
exp1i;experimental;16;5;2885488
exp1i;experimental;16;6;2519133
exp1i;experimental;16;7;2445231
exp1i;experimental;16;8;2701119
exp1i;experimental;16;9;2519399
exp1i;experimental;16;10;2574633
exp1i;plain;22;1;417452
exp1i;plain;22;2;341900
exp1i;plain;22;3;417462
exp1i;plain;22;4;425428
exp1i;plain;22;5;423725
exp1i;plain;22;6;412546
exp1i;plain;22;7;411528
exp1i;plain;22;8;359349
exp1i;plain;22;9;420869
exp1i;plain;22;10;413071
exp1i;control-defaultactionselection;52;1;2512552
exp1i;control-defaultactionselection;52;2;2579744
exp1i;control-defaultactionselection;52;3;1620171
exp1i;control-defaultactionselection;52;4;2398907
exp1i;control-defaultactionselection;52;5;2410915
exp1i;control-defaultactionselection;52;6;1454665
exp1i;control-defaultactionselection;52;7;2734812
exp1i;control-defaultactionselection;52;8;2638004
exp1i;control-defaultactionselection;52;9;2252233
exp1i;control-defaultactionselection;52;10;2284092
exp1i;control-defaultactionselection;13;1;2741221
exp1i;control-defaultactionselection;13;2;1657740
exp1i;control-defaultactionselection;13;3;2026068
exp1i;control-defaultactionselection;13;4;1671714
exp1i;control-defaultactionselection;13;5;1010037
exp1i;control-defaultactionselection;13;6;2301856
exp1i;control-defaultactionselection;13;7;1676302
exp1i;control-defaultactionselection;13;8;1435315
exp1i;control-defaultactionselection;13;9;2698452
exp1i;control-defaultactionselection;13;10;2446798
exp1i;plain;21;1;433886
exp1i;plain;21;2;364229
exp1i;plain;21;3;421013
exp1i;plain;21;4;372523
exp1i;plain;21;5;351612
exp1i;plain;21;6;379461
exp1i;plain;21;7;353577
exp1i;plain;21;8;381803
exp1i;plain;21;9;406641
exp1i;plain;21;10;386974
exp1i;plain;38;1;365327
exp1i;plain;38;2;347119
exp1i;plain;38;3;349434
exp1i;plain;38;4;405591
exp1i;plain;38;5;354042
exp1i;plain;38;6;359752
exp1i;plain;38;7;362718
exp1i;plain;38;8;356082
exp1i;plain;38;9;356723
exp1i;plain;38;10;421940
exp1i;plain;33;1;425772
exp1i;plain;33;2;435382
exp1i;plain;33;3;408743
exp1i;plain;33;4;356570
exp1i;plain;33;5;405770
exp1i;plain;33;6;409580
exp1i;plain;33;7;426352
exp1i;plain;33;8;417736
exp1i;plain;33;9;419375
exp1i;plain;33;10;420252
exp1i;control-customactionselection;8;1;2517584
exp1i;control-customactionselection;8;2;2699766
exp1i;control-customactionselection;8;3;2648013
exp1i;control-customactionselection;8;4;2298515
exp1i;control-customactionselection;8;5;2102253
exp1i;control-customactionselection;8;6;2654162
exp1i;control-customactionselection;8;7;1372565
exp1i;control-customactionselection;8;8;3649461
exp1i;control-customactionselection;8;9;7472799
exp1i;experimental;58;1;2071246
exp1i;experimental;58;2;2648852
exp1i;experimental;58;3;2725427
exp1i;experimental;58;4;2923499
exp1i;experimental;58;5;2645849
exp1i;experimental;58;6;2815007
exp1i;experimental;58;7;4041615
exp1i;experimental;58;8;2311496
exp1i;experimental;58;9;2718772
exp1i;experimental;58;10;2873307
exp1i;experimental;92;1;2685759
exp1i;experimental;92;2;2387753
exp1i;experimental;92;3;2397883
exp1i;experimental;92;4;2865618
exp1i;experimental;92;5;2666912
exp1i;experimental;92;6;2247716
exp1i;experimental;92;7;2387129
exp1i;experimental;92;8;2388239
exp1i;experimental;92;9;2416711
exp1i;experimental;92;10;2548594
exp1i;control-customactionselection;33;1;2318086
exp1i;control-customactionselection;33;2;1684665
exp1i;control-customactionselection;33;3;2045473
exp1i;control-customactionselection;33;4;2627120
exp1i;control-customactionselection;33;5;1413149
exp1i;control-customactionselection;33;6;2009713
exp1i;control-customactionselection;33;7;1624581
exp1i;control-customactionselection;33;8;2240734
exp1i;control-customactionselection;33;9;2028088
exp1i;control-customactionselection;33;10;2173359
exp1i;control-defaultactionselection;3;1;1719861
exp1i;control-defaultactionselection;3;2;2615677
exp1i;control-defaultactionselection;3;3;2542682
exp1i;control-defaultactionselection;3;4;1801023
exp1i;control-defaultactionselection;3;5;1850924
exp1i;control-defaultactionselection;3;6;2542748
exp1i;control-defaultactionselection;3;7;1843096
exp1i;control-defaultactionselection;3;8;2363718
exp1i;control-defaultactionselection;3;9;2816374
exp1i;control-defaultactionselection;3;10;2806618
exp1i;plain;32;1;401399
exp1i;plain;32;2;407820
exp1i;plain;32;3;414073
exp1i;plain;32;4;346362
exp1i;plain;32;5;347376
exp1i;plain;32;6;376609
exp1i;plain;32;7;350306
exp1i;plain;32;8;348556
exp1i;plain;32;9;363366
exp1i;plain;32;10;419704
exp1i;control-customactionselection;1;1;2239979
exp1i;control-customactionselection;1;2;2216643
exp1i;control-customactionselection;1;3;2251125
exp1i;control-customactionselection;1;4;2202993
exp1i;control-customactionselection;1;5;2262355
exp1i;control-customactionselection;1;6;2748916
exp1i;control-customactionselection;1;7;1288543
exp1i;control-customactionselection;1;8;2249842
exp1i;control-customactionselection;1;9;2234507
exp1i;control-customactionselection;1;10;1434052
exp1i;plain;14;1;424734
exp1i;plain;14;2;358144
exp1i;plain;14;3;414836
exp1i;plain;14;4;360657
exp1i;plain;14;5;446838
exp1i;plain;14;6;430854
exp1i;plain;14;7;372689
exp1i;plain;14;8;410872
exp1i;plain;14;9;432557
exp1i;plain;14;10;424758
exp1i;control-customactionselection;41;1;2064001
exp1i;control-customactionselection;41;2;1948703
exp1i;control-customactionselection;41;3;2454478
exp1i;control-customactionselection;41;4;2439434
exp1i;control-customactionselection;41;5;2191625
exp1i;control-customactionselection;41;6;2554843
exp1i;control-customactionselection;41;7;1953552
exp1i;control-customactionselection;41;8;2304473
exp1i;control-customactionselection;41;9;1913227
exp1i;control-customactionselection;41;10;2219244
exp1i;control-customactionselection;21;1;2578090
exp1i;control-customactionselection;21;2;2425039
exp1i;control-customactionselection;21;3;2165780
exp1i;control-customactionselection;21;4;1982941
exp1i;control-customactionselection;21;5;2301241
exp1i;control-customactionselection;21;6;1640766
exp1i;control-customactionselection;21;7;2202640
exp1i;control-customactionselection;21;8;2155031
exp1i;control-customactionselection;21;9;2341311
exp1i;control-customactionselection;21;10;1400348
exp1i;experimental;57;1;2045214
exp1i;experimental;57;2;1572003
exp1i;experimental;57;3;2359608
exp1i;experimental;57;4;2382456
exp1i;experimental;57;5;2785896
exp1i;experimental;57;6;2479768
exp1i;experimental;57;7;2246509
exp1i;experimental;57;8;2618634
exp1i;experimental;57;9;2609193
exp1i;experimental;57;10;2767293
exp1i;control-defaultactionselection;27;1;2423710
exp1i;control-defaultactionselection;27;2;1353050
exp1i;control-defaultactionselection;27;3;1854897
exp1i;control-defaultactionselection;27;4;2457388
exp1i;control-defaultactionselection;27;5;2730602
exp1i;control-defaultactionselection;27;6;2312279
exp1i;control-defaultactionselection;27;7;2201758
exp1i;control-defaultactionselection;27;8;2119558
exp1i;control-defaultactionselection;27;9;2633757
exp1i;control-defaultactionselection;27;10;1544102
exp1i;experimental;17;1;2612796
exp1i;experimental;17;2;2895061
exp1i;experimental;17;3;2559326
exp1i;experimental;17;4;2374569
exp1i;experimental;17;5;1851875
exp1i;experimental;17;6;2144994
exp1i;experimental;17;7;2604512
exp1i;experimental;17;8;2307079
exp1i;experimental;17;9;1906131
exp1i;experimental;17;10;2699482
exp1i;experimental;51;1;2651207
exp1i;experimental;51;2;2348202
exp1i;experimental;51;3;4835786
exp1i;experimental;51;4;3840163
exp1i;experimental;51;5;2501227
exp1i;experimental;51;6;2751003
exp1i;experimental;51;7;2090825
exp1i;experimental;51;8;2877046
exp1i;experimental;51;9;2546465
exp1i;experimental;51;10;2513408
exp1i;experimental;34;1;3243306
exp1i;experimental;34;2;1898165
exp1i;experimental;34;3;2483199
exp1i;experimental;34;4;2367454
exp1i;experimental;34;5;5248281
exp1i;experimental;34;6;2463329
exp1i;experimental;34;7;1787568
exp1i;experimental;34;8;2981047
exp1i;experimental;34;9;4528835
exp1i;experimental;34;10;3440640
exp1i;experimental;62;1;1644267
exp1i;experimental;62;2;3576333
exp1i;experimental;62;3;1964346
exp1i;experimental;62;4;1938097
exp1i;experimental;62;5;1608034
exp1i;experimental;62;6;3125206
exp1i;experimental;62;7;2593422
exp1i;experimental;62;8;3051074
exp1i;experimental;62;9;2617807
exp1i;experimental;62;10;2416181
exp1i;control-defaultactionselection;36;1;1650384
exp1i;control-defaultactionselection;36;2;1666156
exp1i;control-defaultactionselection;36;3;2113158
exp1i;control-defaultactionselection;36;4;1912866
exp1i;control-defaultactionselection;36;5;2129058
exp1i;control-defaultactionselection;36;6;2144125
exp1i;control-defaultactionselection;36;7;1942118
exp1i;control-defaultactionselection;36;8;1965825
exp1i;control-defaultactionselection;36;9;2473916
exp1i;control-defaultactionselection;36;10;2197490
exp1i;control-defaultactionselection;38;1;2646142
exp1i;control-defaultactionselection;38;2;2359819
exp1i;control-defaultactionselection;38;3;1544535
exp1i;control-defaultactionselection;38;4;2104082
exp1i;control-defaultactionselection;38;5;2656740
exp1i;control-defaultactionselection;38;6;9326620
exp1i;experimental;55;1;3231220
exp1i;experimental;55;2;3211123
exp1i;experimental;55;3;2561004
exp1i;experimental;55;4;2398373
exp1i;experimental;55;5;1999040
exp1i;experimental;55;6;2359988
exp1i;experimental;55;7;2702599
exp1i;experimental;55;8;1831120
exp1i;experimental;55;9;4037778
exp1i;experimental;55;10;1859790
exp1i;control-defaultactionselection;39;1;2173492
exp1i;control-customactionselection;45;1;2390449
exp1i;control-customactionselection;45;2;1100951
exp1i;control-customactionselection;45;3;2239310
exp1i;control-customactionselection;45;4;2509695
exp1i;control-customactionselection;45;5;1475193
exp1i;control-customactionselection;45;6;1292032
exp1i;control-customactionselection;45;7;1638680
exp1i;control-customactionselection;45;8;2330374
exp1i;control-customactionselection;45;9;2073865
exp1i;control-customactionselection;45;10;2295915
exp1i;experimental;54;1;2826409
exp1i;experimental;54;2;2782657
exp1i;experimental;54;3;2155136
exp1i;experimental;54;4;2754044
exp1i;experimental;54;5;1464811
exp1i;experimental;54;6;2743506
exp1i;experimental;54;7;2509852
exp1i;experimental;54;8;2634910
exp1i;experimental;54;9;2244951
exp1i;experimental;54;10;2228036
exp1i;control-customactionselection;3;1;2187166
exp1i;control-customactionselection;3;2;2161050
exp1i;control-customactionselection;3;3;2289595
exp1i;control-customactionselection;3;4;2116304
exp1i;control-customactionselection;3;5;2346437
exp1i;control-customactionselection;3;6;1899902
exp1i;control-customactionselection;3;7;1920727
exp1i;control-customactionselection;3;8;2193681
exp1i;control-customactionselection;3;9;2537612
exp1i;control-customactionselection;3;10;2049081
exp1i;control-customactionselection;44;1;2615446
exp1i;control-customactionselection;44;2;2280168
exp1i;control-customactionselection;44;3;2143383
exp1i;control-customactionselection;44;4;2384573
exp1i;control-customactionselection;44;5;2207039
exp1i;control-customactionselection;44;6;1380337
exp1i;control-customactionselection;44;7;1394407
exp1i;control-customactionselection;44;8;2292686
exp1i;control-customactionselection;44;9;2557901
exp1i;control-customactionselection;44;10;2031839
exp1i;control-customactionselection;25;1;2118871
exp1i;control-customactionselection;25;2;2274177
exp1i;control-customactionselection;25;3;2172502
exp1i;control-customactionselection;25;4;1638546
exp1i;control-customactionselection;25;5;2195730
exp1i;control-customactionselection;25;6;2199418
exp1i;control-customactionselection;25;7;1850061
exp1i;control-customactionselection;25;8;2338274
exp1i;control-customactionselection;25;9;2099149
exp1i;control-customactionselection;25;10;2431232
exp1i;plain;15;1;395834
exp1i;plain;15;2;346376
exp1i;plain;15;3;350819
exp1i;plain;15;4;417597
exp1i;plain;15;5;396163
exp1i;plain;15;6;429433
exp1i;plain;15;7;363628
exp1i;plain;15;8;375974
exp1i;plain;15;9;416457
exp1i;plain;15;10;388516
exp1i;plain;9;1;442670
exp1i;plain;9;2;369219
exp1i;plain;9;3;351657
exp1i;plain;9;4;419407
exp1i;plain;9;5;433843
exp1i;plain;9;6;413566
exp1i;plain;9;7;434815
exp1i;plain;9;8;403451
exp1i;plain;9;9;371206
exp1i;plain;9;10;422333
exp1i;control-customactionselection;38;1;2139953
exp1i;control-customactionselection;38;2;2231394
exp1i;control-customactionselection;38;3;2240892
exp1i;control-customactionselection;38;4;2210133
exp1i;control-customactionselection;38;5;2508780
exp1i;control-customactionselection;38;6;2097506
exp1i;control-customactionselection;38;7;1761771
exp1i;control-customactionselection;38;8;2687087
exp1i;control-customactionselection;38;9;1366721
exp1i;control-customactionselection;38;10;2549317
exp1i;experimental;33;1;3461883
exp1i;experimental;33;2;2637083
exp1i;experimental;33;3;2940854
exp1i;experimental;33;4;2880929
exp1i;experimental;33;5;2684519
exp1i;experimental;33;6;2525429
exp1i;experimental;33;7;1890292
exp1i;experimental;33;8;2243582
exp1i;experimental;33;9;2517768
exp1i;experimental;33;10;2353950
exp1i;experimental;45;1;3811426
exp1i;experimental;45;2;2465739
exp1i;experimental;45;3;2747498
exp1i;experimental;45;4;4453740
exp1i;experimental;45;5;2792469
exp1i;experimental;45;6;2713176
exp1i;experimental;45;7;1842852
exp1i;experimental;45;8;2502365
exp1i;experimental;45;9;2650634
exp1i;experimental;45;10;1663036
exp1i;control-defaultactionselection;4;1;2728394
exp1i;control-defaultactionselection;4;2;2203768
exp1i;control-defaultactionselection;4;3;2295365
exp1i;control-defaultactionselection;4;4;2648821
exp1i;control-defaultactionselection;4;5;1407610
exp1i;control-defaultactionselection;4;6;2741227
exp1i;control-defaultactionselection;4;7;2603737
exp1i;control-defaultactionselection;4;8;2581569
exp1i;control-defaultactionselection;4;9;2574155
exp1i;control-defaultactionselection;4;10;2191219
exp1i;plain;8;1;358847
exp1i;plain;8;2;402930
exp1i;plain;8;3;399741
exp1i;plain;8;4;370805
exp1i;plain;8;5;359583
exp1i;plain;8;6;399855
exp1i;plain;8;7;357968
exp1i;plain;8;8;429275
exp1i;plain;8;9;441328
exp1i;plain;8;10;411424
exp1i;experimental;14;1;4659286
exp1i;experimental;14;2;3047792
exp1i;experimental;14;3;3934933
exp1i;experimental;14;4;2729083
exp1i;experimental;14;5;2641467
exp1i;experimental;14;6;2391509
exp1i;experimental;14;7;1666685
exp1i;experimental;14;8;2785703
exp1i;experimental;14;9;2775163
exp1i;experimental;14;10;1009764
exp1i;control-defaultactionselection;20;1;3110050
exp1i;control-defaultactionselection;20;2;2209943
exp1i;control-defaultactionselection;20;3;2043272
exp1i;control-defaultactionselection;20;4;3264605
exp1i;control-defaultactionselection;20;5;2316063
exp1i;control-defaultactionselection;20;6;1434715
exp1i;control-defaultactionselection;20;7;2873776
exp1i;control-defaultactionselection;20;8;2263057
exp1i;control-defaultactionselection;20;9;2642489
exp1i;control-defaultactionselection;20;10;2863056
exp1i;experimental;6;1;3243436
exp1i;experimental;6;2;2024967
exp1i;experimental;6;3;1693473
exp1i;experimental;6;4;2207841
exp1i;experimental;6;5;2603802
exp1i;experimental;6;6;2406018
exp1i;experimental;6;7;1507067
exp1i;experimental;6;8;4068475
exp1i;experimental;6;9;1935802
exp1i;experimental;6;10;3032019
exp1i;experimental;91;1;2610629
exp1i;experimental;91;2;1862357
exp1i;experimental;91;3;3144691
exp1i;experimental;91;4;2634433
exp1i;experimental;91;5;3643070
exp1i;experimental;91;6;2759078
exp1i;experimental;91;7;1619444
exp1i;experimental;91;8;2728303
exp1i;experimental;91;9;2861257
exp1i;experimental;91;10;3106926
exp1i;experimental;31;1;2672849
exp1i;experimental;31;2;2405028
exp1i;experimental;31;3;2069004
exp1i;experimental;31;4;2606508
exp1i;experimental;31;5;3332314
exp1i;experimental;31;6;2977662
exp1i;experimental;31;7;2415304
exp1i;experimental;31;8;3049622
exp1i;experimental;31;9;3304013
exp1i;experimental;31;10;2574026
exp1i;experimental;22;1;1599532
exp1i;experimental;22;2;3195013
exp1i;experimental;22;3;2512885
exp1i;experimental;22;4;2533060
exp1i;experimental;22;5;2505663
exp1i;experimental;22;6;3121491
exp1i;experimental;22;7;2378597
exp1i;experimental;22;8;3620815
exp1i;experimental;22;9;1683415
exp1i;experimental;22;10;2050805
exp1i;control-customactionselection;55;1;2229970
exp1i;control-customactionselection;55;2;2040208
exp1i;control-customactionselection;55;3;2541736
exp1i;control-customactionselection;55;4;2060282
exp1i;control-customactionselection;55;5;2309895
exp1i;control-customactionselection;55;6;1295243
exp1i;control-customactionselection;55;7;2510332
exp1i;control-customactionselection;55;8;2517170
exp1i;control-customactionselection;55;9;2341598
exp1i;control-customactionselection;55;10;1765845
exp1i;control-customactionselection;34;1;2633539
exp1i;control-customactionselection;34;2;2072407
exp1i;control-customactionselection;34;3;1500694
exp1i;control-customactionselection;34;4;2282903
exp1i;control-customactionselection;34;5;1486156
exp1i;control-customactionselection;34;6;2199359
exp1i;control-customactionselection;34;7;2385804
exp1i;control-customactionselection;34;8;1437920
exp1i;control-customactionselection;34;9;2941492
exp1i;control-customactionselection;34;10;1957259
exp1i;control-customactionselection;42;1;2173066
exp1i;control-customactionselection;42;2;2405856
exp1i;control-customactionselection;42;3;2235811
exp1i;control-customactionselection;42;4;2082198
exp1i;control-customactionselection;42;5;1331972
exp1i;control-customactionselection;42;6;2171074
exp1i;control-customactionselection;42;7;2941510
exp1i;control-customactionselection;42;8;1980006
exp1i;control-customactionselection;42;9;1719804
exp1i;control-customactionselection;42;10;2331147
exp1i;control-customactionselection;35;1;2394003
exp1i;control-customactionselection;35;2;2212628
exp1i;control-customactionselection;35;3;2208451
exp1i;control-customactionselection;35;4;2324148
exp1i;control-customactionselection;35;5;2189187
exp1i;control-customactionselection;35;6;1980820
exp1i;control-customactionselection;35;7;2098855
exp1i;control-customactionselection;35;8;2193075
exp1i;control-customactionselection;35;9;2113239
exp1i;control-customactionselection;35;10;2395104
exp1i;experimental;11;1;3044007
exp1i;experimental;11;2;3009189
exp1i;experimental;11;3;2775715
exp1i;experimental;11;4;3447419
exp1i;experimental;11;5;2495971
exp1i;experimental;11;6;2597652
exp1i;experimental;11;7;2114585
exp1i;control-customactionselection;23;1;2529695
exp1i;control-customactionselection;23;2;2276159
exp1i;control-customactionselection;23;3;1350984
exp1i;control-customactionselection;23;4;2183087
exp1i;control-customactionselection;23;5;1859328
exp1i;control-customactionselection;23;6;2189975
exp1i;control-customactionselection;23;7;2095310
exp1i;control-customactionselection;23;8;2198335
exp1i;control-customactionselection;23;9;2048152
exp1i;control-customactionselection;23;10;2280018
exp1i;experimental;37;1;3189415
exp1i;experimental;37;2;2831754
exp1i;experimental;37;3;2532412
exp1i;experimental;37;4;2286677
exp1i;experimental;37;5;2854480
exp1i;experimental;37;6;3161669
exp1i;experimental;37;7;2935685
exp1i;experimental;37;8;2928663
exp1i;experimental;37;9;2734436
exp1i;experimental;37;10;1592012
exp1i;control-customactionselection;32;1;2577293
exp1i;control-customactionselection;32;2;2091847
exp1i;control-customactionselection;32;3;2328313
exp1i;control-customactionselection;32;4;2266134
exp1i;control-customactionselection;32;5;2649722
exp1i;control-customactionselection;32;6;2227889
exp1i;control-customactionselection;32;7;1835683
exp1i;control-customactionselection;32;8;2569420
exp1i;control-customactionselection;32;9;1965124
exp1i;control-customactionselection;32;10;2348007
exp1i;control-customactionselection;28;1;2248947
exp1i;control-customactionselection;28;2;1923474
exp1i;control-customactionselection;28;3;2471152
exp1i;control-customactionselection;28;4;1664566
exp1i;control-customactionselection;28;5;2441281
exp1i;control-customactionselection;28;6;2215462
exp1i;control-customactionselection;28;7;7662573
exp1i;control-customactionselection;28;8;9267442
exp1i;control-customactionselection;28;9;1009135
exp1i;control-customactionselection;28;10;4500675
exp1i;plain;27;1;375786
exp1i;plain;27;2;412504
exp1i;plain;27;3;417745
exp1i;plain;27;4;352955
exp1i;plain;27;5;356325
exp1i;plain;27;6;396964
exp1i;plain;27;7;428749
exp1i;plain;27;8;338722
exp1i;plain;27;9;423656
exp1i;plain;27;10;345066
exp1i;plain;5;1;342397
exp1i;plain;5;2;377401
exp1i;plain;5;3;415757
exp1i;plain;5;4;417086
exp1i;plain;5;5;384490
exp1i;plain;5;6;408168
exp1i;plain;5;7;357621
exp1i;plain;5;8;431285
exp1i;plain;5;9;412949
exp1i;plain;5;10;430958
exp1i;experimental;53;1;1962044
exp1i;experimental;53;2;2339723
exp1i;experimental;53;3;3237500
exp1i;experimental;53;4;1759929
exp1i;experimental;53;5;3083515
exp1i;experimental;53;6;2547991
exp1i;experimental;53;7;2343064
exp1i;experimental;53;8;2534345
exp1i;experimental;53;9;2461692
exp1i;experimental;53;10;2760370
exp1i;plain;45;1;418859
exp1i;plain;45;2;391997
exp1i;plain;45;3;412260
exp1i;plain;45;4;356020
exp1i;plain;45;5;417793
exp1i;plain;45;6;426905
exp1i;plain;45;7;402177
exp1i;plain;45;8;407126
exp1i;plain;45;9;412741
exp1i;plain;45;10;401678
exp1i;plain;18;1;418485
exp1i;plain;18;2;360059
exp1i;plain;18;3;382197
exp1i;plain;18;4;410159
exp1i;plain;18;5;413369
exp1i;plain;18;6;348821
exp1i;plain;18;7;374236
exp1i;plain;18;8;410041
exp1i;plain;18;9;408629
exp1i;plain;18;10;407542
exp1i;plain;7;1;435376
exp1i;plain;7;2;418233
exp1i;plain;7;3;381350
exp1i;plain;7;4;418804
exp1i;plain;7;5;357065
exp1i;plain;7;6;417870
exp1i;plain;7;7;402081
exp1i;plain;7;8;423585
exp1i;plain;7;9;442692
exp1i;plain;7;10;380247
exp1i;plain;28;1;350440
exp1i;plain;28;2;356622
exp1i;plain;28;3;349448
exp1i;plain;28;4;381428
exp1i;plain;28;5;349455
exp1i;plain;28;6;380451
exp1i;plain;28;7;421298
exp1i;plain;28;8;415119
exp1i;plain;28;9;421324
exp1i;plain;28;10;359114
exp1i;control-defaultactionselection;48;1;2641501
exp1i;control-defaultactionselection;48;2;2814111
exp1i;control-defaultactionselection;48;3;1629004
exp1i;control-defaultactionselection;48;4;1383064
exp1i;control-defaultactionselection;48;5;1758779
exp1i;control-defaultactionselection;48;6;1998928
exp1i;control-defaultactionselection;48;7;2138443
exp1i;control-defaultactionselection;48;8;2501070
exp1i;control-defaultactionselection;48;9;2509488
exp1i;control-defaultactionselection;48;10;2434400
exp1i;control-customactionselection;54;1;1352777
exp1i;control-customactionselection;54;2;2526095
exp1i;control-customactionselection;54;3;2788330
exp1i;control-customactionselection;54;4;2515413
exp1i;control-customactionselection;54;5;2287346
exp1i;control-customactionselection;54;6;2325920
exp1i;control-customactionselection;54;7;2328092
exp1i;control-customactionselection;54;8;2568876
exp1i;control-customactionselection;54;9;1008814
exp1i;control-customactionselection;54;10;2101722
exp1i;control-defaultactionselection;25;1;2576992
exp1i;control-defaultactionselection;25;2;2236890
exp1i;control-defaultactionselection;25;3;2444982
exp1i;control-defaultactionselection;25;4;2387687
exp1i;control-defaultactionselection;25;5;2145805
exp1i;control-defaultactionselection;25;6;2322906
exp1i;control-defaultactionselection;25;7;2544179
exp1i;control-defaultactionselection;25;8;1962889
exp1i;control-defaultactionselection;25;9;2411149
exp1i;control-defaultactionselection;25;10;2432160
